"Forest","District","RAWS_station_nmbr","RAWS_station","snow_flag","month","streak_max_chr","mean_bw","se_bw"
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Dec","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Dec","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jan","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Feb","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Feb","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Mar","2 to 3 days",0.636363636363636,0.168330927231373
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Mar","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Apr","2 to 3 days",0.636363636363636,0.154939655135699
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Apr","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Apr","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","May","2 to 3 days",1.13636363636364,0.248767129284311
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","May","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","May","6 days or more",0.272727272727273,0.14977354019053
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jun","2 to 3 days",1.09090909090909,0.236396934051533
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jun","4 to 5 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jun","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jul","2 to 3 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jul","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Aug","2 to 3 days",0.181818181818182,0.106830845707819
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Aug","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Aug","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Sep","2 to 3 days",0.681818181818182,0.178817225561237
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Sep","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Oct","2 to 3 days",0.863636363636364,0.200599259638055
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Oct","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Oct","6 days or more",0.136363636363636,0.0996846661443243
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Nov","2 to 3 days",0.409090909090909,0.107290335336742
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Nov","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Dec","2 to 3 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Dec","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","yes","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jan","2 to 3 days",0.227272727272727,0.146115920621105
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Feb","2 to 3 days",0.772727272727273,0.207352077163396
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Feb","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Feb","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Mar","2 to 3 days",0.909090909090909,0.185036452581494
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Mar","4 to 5 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Mar","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Apr","2 to 3 days",1.31818181818182,0.282125234207197
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Apr","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Apr","6 days or more",0.0909090909090909,0.0909090909090909
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","May","2 to 3 days",1,0.20806259464412
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","May","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jun","2 to 3 days",0.863636363636364,0.189502133598362
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jun","4 to 5 days",0.318181818181818,0.101639453522718
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jul","2 to 3 days",0.272727272727273,0.134547794527446
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jul","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Aug","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Sep","2 to 3 days",0.590909090909091,0.156519101210311
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Sep","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Oct","2 to 3 days",0.863636363636364,0.189502133598362
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Oct","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Nov","2 to 3 days",0.409090909090909,0.16978584561938
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Nov","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Dec","2 to 3 days",0.272727272727273,0.117363131703255
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","no","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jan","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Feb","2 to 3 days",0.181818181818182,0.14167158590436
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Feb","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Feb","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Mar","2 to 3 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Mar","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Apr","2 to 3 days",1,0.27128043348733
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Apr","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","May","2 to 3 days",1,0.20806259464412
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","May","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jun","2 to 3 days",0.863636363636364,0.189502133598362
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jun","4 to 5 days",0.318181818181818,0.101639453522718
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jul","2 to 3 days",0.272727272727273,0.134547794527446
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jul","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Aug","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Sep","2 to 3 days",0.590909090909091,0.156519101210311
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Sep","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Oct","2 to 3 days",0.818181818181818,0.169495861042874
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Oct","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Nov","2 to 3 days",0.318181818181818,0.137799082618156
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Nov","4 to 5 days",0.0909090909090909,0.0909090909090909
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Dec","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40245,"Callahan 2","yes","Dec","6 days or more",0,0
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jan","2 to 3 days",1.09090909090909,0.196386081769935
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jan","4 to 5 days",0.0909090909090909,0.0627332326674867
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jan","6 days or more",0.136363636363636,0.0996846661443243
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Feb","2 to 3 days",1.77272727272727,0.23660493843322
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Feb","4 to 5 days",0.272727272727273,0.0971859061499725
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Feb","6 days or more",0.0909090909090909,0.0627332326674867
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Mar","2 to 3 days",1.63636363636364,0.242153528501247
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Mar","4 to 5 days",0.409090909090909,0.125857937316941
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Mar","6 days or more",0.318181818181818,0.121076764250623
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Apr","2 to 3 days",2,0.29424494316825
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Apr","4 to 5 days",0.681818181818182,0.152700987224738
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Apr","6 days or more",0.227272727272727,0.0914486154730632
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","May","2 to 3 days",1.59090909090909,0.276489205922646
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","May","4 to 5 days",0.590909090909091,0.156519101210311
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","May","6 days or more",0.590909090909091,0.156519101210311
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jun","2 to 3 days",1.59090909090909,0.234096688030211
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jun","4 to 5 days",0.318181818181818,0.121076764250623
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jun","6 days or more",0.318181818181818,0.137799082618156
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jul","2 to 3 days",0.363636363636364,0.154939655135699
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jul","4 to 5 days",0.272727272727273,0.0971859061499725
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Jul","6 days or more",0.272727272727273,0.134547794527446
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Aug","2 to 3 days",0.409090909090909,0.156519101210311
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Aug","6 days or more",0.0909090909090909,0.0627332326674867
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Sep","2 to 3 days",0.5,0.170940864689457
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Sep","6 days or more",0.0909090909090909,0.0627332326674867
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Oct","2 to 3 days",1.36363636363636,0.28334317180872
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Oct","4 to 5 days",0.5,0.127411797859406
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Oct","6 days or more",0.136363636363636,0.0748867700952649
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Nov","2 to 3 days",1.54545454545455,0.243773302602616
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Nov","4 to 5 days",0.590909090909091,0.142018395691119
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Nov","6 days or more",0.0454545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Dec","2 to 3 days",1,0.186096842079694
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Dec","4 to 5 days",0.136363636363636,0.0748867700952649
"Lake Tahoe Basin","Lake Tahoe Basin",NA,"Baron/Markleeville","no","Dec","6 days or more",0,0
