"Forest","District","RAWS_station","day_of_yr","snow_flag","date","prop_inRx","prop_BD","prop_PL","prop_BW"
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","12-Nov","no",2020-11-12,0.238095238095238,0.380952380952381,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","12-Nov","yes",2020-11-12,0.25,0.380952380952381,0.952380952380952,0.1
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","12-Nov","no",2020-11-12,0.25,0.3125,0.9375,0.0625
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","12-Nov","yes",2020-11-12,0.25,0.3125,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","12-Nov","no",2020-11-12,0.473684210526316,0.315789473684211,0.947368421052632,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","12-Nov","yes",2020-11-12,0.210526315789474,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","12-Nov","no",2020-11-12,0.333333333333333,0.277777777777778,0.944444444444444,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","12-Nov","yes",2020-11-12,0.222222222222222,0.277777777777778,0.944444444444444,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","12-Nov","no",2020-11-12,0.2,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","12-Nov","yes",2020-11-12,0.2,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","12-Nov","no",2020-11-12,0.25,0.3125,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","12-Nov","yes",2020-11-12,0.25,0.3125,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","12-Nov","no",2020-11-12,0.3,0.35,0.95,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","12-Nov","yes",2020-11-12,0.3,0.35,0.95,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","12-Nov","no",2020-11-12,0.19047619047619,0.409090909090909,0.954545454545455,0.0952380952380952
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","12-Nov","yes",2020-11-12,0.19047619047619,0.409090909090909,0.954545454545455,0.0952380952380952
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","12-Nov","no",2020-11-12,0.619047619047619,0.714285714285714,0.952380952380952,0.428571428571429
"Klamath National Forest","Goosenest Ranger District","Juanita","13-Nov","no",2020-11-13,0.238095238095238,0.333333333333333,0.952380952380952,0.0952380952380952
"Klamath National Forest","Goosenest Ranger District","Juanita","13-Nov","yes",2020-11-13,0.19047619047619,0.333333333333333,0.952380952380952,0.0476190476190476
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","13-Nov","no",2020-11-13,0.3,0.35,0.95,0.15
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","13-Nov","yes",2020-11-13,0.2,0.35,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","13-Nov","no",2020-11-13,0.2,0.1,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","13-Nov","yes",2020-11-13,0.2,0.1,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","13-Nov","no",2020-11-13,0.157894736842105,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","13-Nov","yes",2020-11-13,0.105263157894737,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","13-Nov","no",2020-11-13,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","13-Nov","yes",2020-11-13,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","13-Nov","no",2020-11-13,0.142857142857143,0.333333333333333,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","13-Nov","yes",2020-11-13,0.142857142857143,0.333333333333333,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","13-Nov","no",2020-11-13,0.125,0.25,0.9375,0.0625
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","13-Nov","yes",2020-11-13,0.125,0.25,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","13-Nov","no",2020-11-13,0.210526315789474,0.315789473684211,0.947368421052632,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","13-Nov","yes",2020-11-13,0.105263157894737,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","13-Nov","no",2020-11-13,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","13-Nov","yes",2020-11-13,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","13-Nov","no",2020-11-13,0.15,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","13-Nov","yes",2020-11-13,0.15,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","13-Nov","no",2020-11-13,0.125,0.25,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","13-Nov","yes",2020-11-13,0.125,0.25,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","13-Nov","no",2020-11-13,0.15,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","13-Nov","yes",2020-11-13,0.15,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","13-Nov","no",2020-11-13,0.136363636363636,0.363636363636364,0.954545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","13-Nov","yes",2020-11-13,0.136363636363636,0.363636363636364,0.954545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","13-Nov","no",2020-11-13,0.428571428571429,0.523809523809524,0.952380952380952,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Juanita","14-Nov","no",2020-11-14,0.142857142857143,0.333333333333333,0.952380952380952,0.0476190476190476
"Klamath National Forest","Goosenest Ranger District","Juanita","14-Nov","yes",2020-11-14,0.142857142857143,0.333333333333333,0.952380952380952,0.0476190476190476
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","14-Nov","no",2020-11-14,0.15,0.35,0.95,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","14-Nov","yes",2020-11-14,0.15,0.35,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","14-Nov","no",2020-11-14,0.2,0.3,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","14-Nov","yes",2020-11-14,0.2,0.3,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","14-Nov","no",2020-11-14,0.1,0.35,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","14-Nov","yes",2020-11-14,0.1,0.35,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","14-Nov","no",2020-11-14,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","14-Nov","yes",2020-11-14,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","14-Nov","no",2020-11-14,0.238095238095238,0.333333333333333,0.952380952380952,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","14-Nov","yes",2020-11-14,0.238095238095238,0.333333333333333,0.952380952380952,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","14-Nov","no",2020-11-14,0.133333333333333,0.25,0.9375,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","14-Nov","yes",2020-11-14,0.133333333333333,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","14-Nov","no",2020-11-14,0.368421052631579,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","14-Nov","yes",2020-11-14,0.263157894736842,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","14-Nov","no",2020-11-14,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","14-Nov","yes",2020-11-14,0.222222222222222,0.277777777777778,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","14-Nov","no",2020-11-14,0.25,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","14-Nov","yes",2020-11-14,0.25,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","14-Nov","no",2020-11-14,0.133333333333333,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","14-Nov","yes",2020-11-14,0.133333333333333,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","14-Nov","no",2020-11-14,0.210526315789474,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","14-Nov","yes",2020-11-14,0.210526315789474,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","14-Nov","no",2020-11-14,0.318181818181818,0.363636363636364,0.954545454545455,0.0909090909090909
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","14-Nov","yes",2020-11-14,0.272727272727273,0.363636363636364,0.954545454545455,0.0909090909090909
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","14-Nov","no",2020-11-14,0.476190476190476,0.476190476190476,0.952380952380952,0.285714285714286
"Klamath National Forest","Goosenest Ranger District","Juanita","15-Nov","no",2020-11-15,0.380952380952381,0.380952380952381,0.952380952380952,0.0952380952380952
"Klamath National Forest","Goosenest Ranger District","Juanita","15-Nov","yes",2020-11-15,0.285714285714286,0.380952380952381,0.952380952380952,0.0952380952380952
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","15-Nov","no",2020-11-15,0.3,0.35,0.95,0.05
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","15-Nov","yes",2020-11-15,0.15,0.35,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","15-Nov","no",2020-11-15,0.1,0.4,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","15-Nov","yes",2020-11-15,0.1,0.4,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","15-Nov","no",2020-11-15,0.15,0.35,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","15-Nov","yes",2020-11-15,0.1,0.35,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","15-Nov","no",2020-11-15,0.444444444444444,0.277777777777778,0.944444444444444,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","15-Nov","yes",2020-11-15,0.222222222222222,0.277777777777778,0.944444444444444,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","15-Nov","no",2020-11-15,0.333333333333333,0.380952380952381,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","15-Nov","yes",2020-11-15,0.333333333333333,0.380952380952381,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","15-Nov","no",2020-11-15,0.266666666666667,0.25,0.9375,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","15-Nov","yes",2020-11-15,0.266666666666667,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","15-Nov","no",2020-11-15,0.368421052631579,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","15-Nov","yes",2020-11-15,0.210526315789474,0.315789473684211,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","15-Nov","no",2020-11-15,0.444444444444444,0.277777777777778,0.944444444444444,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","15-Nov","yes",2020-11-15,0.222222222222222,0.277777777777778,0.944444444444444,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","15-Nov","no",2020-11-15,0.1,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","15-Nov","yes",2020-11-15,0.1,0.35,0.95,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","15-Nov","no",2020-11-15,0.266666666666667,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","15-Nov","yes",2020-11-15,0.266666666666667,0.25,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","15-Nov","no",2020-11-15,0.3,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","15-Nov","yes",2020-11-15,0.3,0.35,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","15-Nov","no",2020-11-15,0.272727272727273,0.409090909090909,0.954545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","15-Nov","yes",2020-11-15,0.227272727272727,0.409090909090909,0.954545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","15-Nov","no",2020-11-15,0.619047619047619,0.476190476190476,0.952380952380952,0.285714285714286
"Klamath National Forest","Goosenest Ranger District","Juanita","16-Nov","no",2020-11-16,0.285714285714286,0.476190476190476,0.952380952380952,0.142857142857143
"Klamath National Forest","Goosenest Ranger District","Juanita","16-Nov","yes",2020-11-16,0.19047619047619,0.476190476190476,0.952380952380952,0.0952380952380952
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","16-Nov","no",2020-11-16,0.3,0.45,0.95,0.1
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","16-Nov","yes",2020-11-16,0.25,0.45,0.95,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","16-Nov","no",2020-11-16,0.2,0.5,0.9,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","16-Nov","yes",2020-11-16,0.2,0.5,0.9,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","16-Nov","no",2020-11-16,0.35,0.45,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","16-Nov","yes",2020-11-16,0.15,0.45,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","16-Nov","no",2020-11-16,0.333333333333333,0.388888888888889,0.944444444444444,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","16-Nov","yes",2020-11-16,0.222222222222222,0.388888888888889,0.944444444444444,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","16-Nov","no",2020-11-16,0.285714285714286,0.476190476190476,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","16-Nov","yes",2020-11-16,0.285714285714286,0.476190476190476,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","16-Nov","no",2020-11-16,0.125,0.375,0.9375,0.0625
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","16-Nov","yes",2020-11-16,0.125,0.375,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","16-Nov","no",2020-11-16,0.105263157894737,0.421052631578947,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","16-Nov","yes",2020-11-16,0.105263157894737,0.421052631578947,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","16-Nov","no",2020-11-16,0.333333333333333,0.388888888888889,0.944444444444444,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","16-Nov","yes",2020-11-16,0.222222222222222,0.388888888888889,0.944444444444444,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","16-Nov","no",2020-11-16,0.15,0.45,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","16-Nov","yes",2020-11-16,0.15,0.45,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","16-Nov","no",2020-11-16,0.125,0.375,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","16-Nov","yes",2020-11-16,0.125,0.375,0.9375,0.0625
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","16-Nov","no",2020-11-16,0.25,0.45,0.95,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","16-Nov","yes",2020-11-16,0.25,0.45,0.95,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","16-Nov","no",2020-11-16,0.227272727272727,0.5,0.954545454545455,0.0909090909090909
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","16-Nov","yes",2020-11-16,0.227272727272727,0.5,0.954545454545455,0.0909090909090909
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","16-Nov","no",2020-11-16,0.761904761904762,0.571428571428571,0.952380952380952,0.476190476190476
"Klamath National Forest","Goosenest Ranger District","Juanita","17-Nov","no",2020-11-17,0.1,0.428571428571429,0.952380952380952,0
"Klamath National Forest","Goosenest Ranger District","Juanita","17-Nov","yes",2020-11-17,0.1,0.428571428571429,0.952380952380952,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","17-Nov","no",2020-11-17,0.3,0.4,0.95,0.05
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","17-Nov","yes",2020-11-17,0.25,0.4,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","17-Nov","no",2020-11-17,0.2,0.4,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","17-Nov","yes",2020-11-17,0.2,0.4,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","17-Nov","no",2020-11-17,0.3,0.4,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","17-Nov","yes",2020-11-17,0.2,0.4,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","17-Nov","no",2020-11-17,0.222222222222222,0.333333333333333,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","17-Nov","yes",2020-11-17,0.166666666666667,0.333333333333333,0.944444444444444,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","17-Nov","no",2020-11-17,0.333333333333333,0.428571428571429,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","17-Nov","yes",2020-11-17,0.333333333333333,0.428571428571429,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","17-Nov","no",2020-11-17,0.125,0.3125,0.9375,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","17-Nov","yes",2020-11-17,0.125,0.3125,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","17-Nov","no",2020-11-17,0.210526315789474,0.368421052631579,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","17-Nov","yes",2020-11-17,0.157894736842105,0.368421052631579,0.947368421052632,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","17-Nov","no",2020-11-17,0.222222222222222,0.333333333333333,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","17-Nov","yes",2020-11-17,0.166666666666667,0.333333333333333,0.944444444444444,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","17-Nov","no",2020-11-17,0.3,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","17-Nov","yes",2020-11-17,0.3,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","17-Nov","no",2020-11-17,0.125,0.3125,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","17-Nov","yes",2020-11-17,0.125,0.3125,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","17-Nov","no",2020-11-17,0.2,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","17-Nov","yes",2020-11-17,0.2,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","17-Nov","no",2020-11-17,0.363636363636364,0.454545454545455,0.954545454545455,0.136363636363636
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","17-Nov","yes",2020-11-17,0.380952380952381,0.454545454545455,0.954545454545455,0.136363636363636
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","17-Nov","no",2020-11-17,0.666666666666667,0.571428571428571,0.952380952380952,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","18-Nov","no",2020-11-18,0.333333333333333,0.428571428571429,0.952380952380952,0.0476190476190476
"Klamath National Forest","Goosenest Ranger District","Juanita","18-Nov","yes",2020-11-18,0.238095238095238,0.428571428571429,0.952380952380952,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","18-Nov","no",2020-11-18,0.5,0.4,0.95,0.1
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","18-Nov","yes",2020-11-18,0.35,0.4,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","18-Nov","no",2020-11-18,0.1,0.3,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","18-Nov","yes",2020-11-18,0.1,0.3,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","18-Nov","no",2020-11-18,0.3,0.4,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","18-Nov","yes",2020-11-18,0.15,0.4,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","18-Nov","no",2020-11-18,0.5,0.333333333333333,0.944444444444444,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","18-Nov","yes",2020-11-18,0.388888888888889,0.333333333333333,0.944444444444444,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","18-Nov","no",2020-11-18,0.285714285714286,0.428571428571429,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","18-Nov","yes",2020-11-18,0.285714285714286,0.428571428571429,0.952380952380952,0.0952380952380952
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","18-Nov","no",2020-11-18,0.0625,0.375,0.9375,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","18-Nov","yes",2020-11-18,0.0625,0.375,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","18-Nov","no",2020-11-18,0.315789473684211,0.368421052631579,0.947368421052632,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","18-Nov","yes",2020-11-18,0.263157894736842,0.368421052631579,0.947368421052632,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","18-Nov","no",2020-11-18,0.5,0.333333333333333,0.944444444444444,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","18-Nov","yes",2020-11-18,0.388888888888889,0.333333333333333,0.944444444444444,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","18-Nov","no",2020-11-18,0.25,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","18-Nov","yes",2020-11-18,0.25,0.4,0.95,0.05
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","18-Nov","no",2020-11-18,0.0625,0.375,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","18-Nov","yes",2020-11-18,0.0625,0.375,0.9375,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","18-Nov","no",2020-11-18,0.4,0.4,0.95,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","18-Nov","yes",2020-11-18,0.4,0.4,0.95,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","18-Nov","no",2020-11-18,0.318181818181818,0.454545454545455,0.954545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","18-Nov","yes",2020-11-18,0.318181818181818,0.454545454545455,0.954545454545455,0.0454545454545455
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","18-Nov","no",2020-11-18,0.476190476190476,0.476190476190476,0.952380952380952,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Juanita","19-Nov","no",2020-11-19,0.333333333333333,0.523809523809524,0.952380952380952,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Juanita","19-Nov","yes",2020-11-19,0.19047619047619,0.523809523809524,0.952380952380952,0.0952380952380952
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","19-Nov","no",2020-11-19,0.3,0.5,0.95,0.05
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","19-Nov","yes",2020-11-19,0.2,0.5,0.95,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","19-Nov","no",2020-11-19,0.1,0.5,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","19-Nov","yes",2020-11-19,0.1,0.5,0.9,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","19-Nov","no",2020-11-19,0.25,0.5,0.95,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","19-Nov","yes",2020-11-19,0.15,0.5,0.95,0
